	query	user name	text	url	hashtags	favorites	retweets
52	When will the covid vaccine be available?	Sam Channels	@khloe How are you doing with covid?		No hashtags	0	0
53	When will the covid vaccine be available?	Samira🦋	Covid who		No hashtags	0	0
54	When will the covid vaccine be available?	Chief Shearer 🙏🇪🇺 🕯️🐟	@fascinatorfun Covid?		No hashtags	0	0
55	When will the covid vaccine be available?	FormerLiberal74	@MrStache9 Covid RT.   	https://t.co/VvVXQsUuay	No hashtags	1	0
56	When will the covid vaccine be available?	Maria Tibbles	"@realDonaldTrump @foxandfriends COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	0	0
57	When will the covid vaccine be available?	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	3	0
58	When will the covid vaccine be available?	Mustapha Abdullahi	covid		No hashtags	0	0
59	When will the covid vaccine be available?	Mike⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	@Perryalt1 @RoscoeBDavis1 The 🌎 was in on Covid😠😠😠😠		No hashtags	3	1
60	How many people has died from covid?	Gmac62	What can we do as the people do about this? 	https://t.co/1IP3wfUnsR	No hashtags	0	0
61	How many people has died from covid?	adam	These people.... 	https://t.co/7EKq5lxsew	No hashtags	0	0
62	How many people has died from covid?	Jose Manuel	it was just to dominate the people 	https://t.co/4EaEJb8HaW	No hashtags	0	0
63	How many people has died from covid?	wow a red ghost-elect 🥞	People + props 	https://t.co/dF4drq4yvw	No hashtags	1	0
64	How many people has died from covid?	tttam.	People are awful. 	https://t.co/Y7M1I8TrZS	No hashtags	1	0
65	How many people has died from covid?	Anthony Starke 🇺🇲	These people are such hypocrites. 	https://t.co/RRvbYnKCLS	No hashtags	0	0
66	How many people has died from covid?	UPennProf	🤣🤣🤣 These people are all dumber than a bag of hammers .. 🤡🤡 	https://t.co/KbE7xHQqva	No hashtags	1	0
67	How many people has died from covid?	Edward Shaw	Selfish people. 	https://t.co/CpbToUN6qf	No hashtags	0	0
68	How many people has died from covid?	Omar Mezzat	IT'S PEOPLE, NOT PROPLE! 	https://t.co/udaBB85srM	No hashtags	0	0
69	How many people has died from covid?	Debbie	Wake up people 	https://t.co/xWSPinpgkb	No hashtags	0	0
70	How many people has died from covid?	Somanytweetssolittletime	Wake up people 	https://t.co/ZEECJ4B8gK	No hashtags	0	0
71	How many people has died from covid?	Buzz 🐝	The disclaimer—not people but prople. 	https://t.co/hIP2GPKl5e	No hashtags	0	0
72	How many people has died from covid?	Pearl Gervais	People are disgusting! 	https://t.co/sEIKrJYmwM	No hashtags	0	0
73	How many people has died from covid?	PRESIDENT ELECT FOSTER 🇺🇸 PARLER @bfosterlv	These people are so dumb 	https://t.co/1gmP4ddyof	No hashtags	0	0
74	How many people has died from covid?	troy nokes	When did a government for the people and by the people turn into an aristocracy? 	https://t.co/WLzycxHBx9	No hashtags	0	0
75	How many people has died from covid?	Anti Unkle	Seedy bunch of crazy people stealing off the people 	https://t.co/pzMYHZjF8l	No hashtags	0	0
76	How many people has died from covid?	tailwind ❤️❌🇺🇸🦅Checkmark	Pat attention people! @US_FDA bureaucrats are in on the plannedemic! 	https://t.co/fm7kp7Zy30	No hashtags	1	0
77	How many people has died from covid?	Ben Eisen	People can be so wonderful, but they can be so horrible. 	https://t.co/riEfrOeFqy	No hashtags	0	0
78	How many people has died from covid?	Bug Smasher	"I HATE these ""people"". "	https://t.co/MBrUb7XYQH	No hashtags	8	3
79	How many people has died from covid?	RICHIE	@rohini_sgh How can these people become journalists  	https://t.co/wz1VqPVKyR	No hashtags	0	0
80	Covid deaths england November	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump COVID COVID COVID.  COVID		No hashtags	0	0
81	Covid deaths england November	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	1	0
82	Covid deaths england November	NastyWoman2020	@realDonaldTrump COVID, COVID, COVID!!!!		No hashtags	1	0
83	Covid deaths england November	Abe	@BPC_Bipartisan @CBP @rachiacono covid?		No hashtags	0	0
84	Covid deaths england November	Shane	Covid? @jstitans24 https://t.co/wKg3JS5Lnu		No hashtags	1	0
85	Covid deaths england November	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump @BrianKempGA COVID COVID COVID.  COVID......		No hashtags	0	0
86	Covid deaths england November	Luan.Lvds 🇦🇹	@Soares_CarolI Covid		No hashtags	0	0
87	Covid deaths england November	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	2	0
88	Covid deaths england November	Lone Wolf X95	@WithherIma @seanhannity Covid		No hashtags	0	0
89	Covid deaths england November	Jacquelyn LaRose	@RobAnderson2018 COVID.		No hashtags	1	0
90	Covid deaths england November	Jordana, My guy won!🐼	@politicususa Covid		No hashtags	1	0
91	Covid deaths england November	Hamza	@HamadAbuHuraira @Haqeeqat_TV COVID		No hashtags	1	0
92	Covid deaths england November	Sam Channels	@khloe How are you doing with covid?		No hashtags	0	0
93	Covid deaths england November	Samira🦋	Covid who		No hashtags	0	0
94	Covid deaths england November	Chief Shearer 🙏🇪🇺 🕯️🐟	@fascinatorfun Covid?		No hashtags	0	0
95	Covid deaths england November	FormerLiberal74	@MrStache9 Covid RT.   	https://t.co/VvVXQsUuay	No hashtags	1	0
96	Covid deaths england November	Maria Tibbles	"@realDonaldTrump @foxandfriends COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	0	0
97	Covid deaths england November	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	3	0
98	Covid deaths england November	Mustapha Abdullahi	covid		No hashtags	0	0
99	Covid deaths england November	Mike⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	@Perryalt1 @RoscoeBDavis1 The 🌎 was in on Covid😠😠😠😠		No hashtags	3	1
100	Covid total number of tests	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump COVID COVID COVID.  COVID		No hashtags	0	0
101	Covid total number of tests	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	1	0
102	Covid total number of tests	NastyWoman2020	@realDonaldTrump COVID, COVID, COVID!!!!		No hashtags	1	0
103	Covid total number of tests	Abe	@BPC_Bipartisan @CBP @rachiacono covid?		No hashtags	0	0
104	Covid total number of tests	Shane	Covid? @jstitans24 https://t.co/wKg3JS5Lnu		No hashtags	1	0
105	Covid total number of tests	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump @BrianKempGA COVID COVID COVID.  COVID......		No hashtags	0	0
106	Covid total number of tests	Luan.Lvds 🇦🇹	@Soares_CarolI Covid		No hashtags	0	0
107	Covid total number of tests	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	2	0
108	Covid total number of tests	Lone Wolf X95	@WithherIma @seanhannity Covid		No hashtags	0	0
109	Covid total number of tests	Jacquelyn LaRose	@RobAnderson2018 COVID.		No hashtags	1	0
110	Covid total number of tests	Jordana, My guy won!🐼	@politicususa Covid		No hashtags	1	0
111	Covid total number of tests	Hamza	@HamadAbuHuraira @Haqeeqat_TV COVID		No hashtags	1	0
112	Covid total number of tests	Sam Channels	@khloe How are you doing with covid?		No hashtags	0	0
113	Covid total number of tests	Samira🦋	Covid who		No hashtags	0	0
114	Covid total number of tests	Chief Shearer 🙏🇪🇺 🕯️🐟	@fascinatorfun Covid?		No hashtags	0	0
115	Covid total number of tests	FormerLiberal74	@MrStache9 Covid RT.   	https://t.co/VvVXQsUuay	No hashtags	1	0
116	Covid total number of tests	Maria Tibbles	"@realDonaldTrump @foxandfriends COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	0	0
117	Covid total number of tests	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	3	0
118	Covid total number of tests	Mustapha Abdullahi	covid		No hashtags	0	0
119	Covid total number of tests	Mike⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	@Perryalt1 @RoscoeBDavis1 The 🌎 was in on Covid😠😠😠😠		No hashtags	3	1
120	What does trump say about covid?	shipboss	Trump doing ! 	https://t.co/132mcUaNCw	No hashtags	0	0
121	What does trump say about covid?	mai	Trump 	https://t.co/0gEnwPUfgU	No hashtags	1	0
122	What does trump say about covid?	OldManBeaston	TRUMP! 	https://t.co/fqaNocjvKx	No hashtags	0	0
123	What does trump say about covid?	Vivian h	Trump🇺🇸🇺🇸🇺🇸 	https://t.co/3VyToQVVGn	No hashtags	0	0
124	What does trump say about covid?	Gypsy	Trump won again, again 	https://t.co/ftchu41gDd	No hashtags	0	0
125	What does trump say about covid?	Anne Aldrich	Trump is #KidVicious 	https://t.co/whPjhthYQQ	['#KidVicious']	0	0
126	What does trump say about covid?	Mister_Bill Resists🌊🌊	Trump filth.👎👎 	https://t.co/uR4FIba9Ny	No hashtags	0	1
127	What does trump say about covid?	joe biden’s mouth crust	this insufferable prick is why trump won 	https://t.co/mXqTBP5jtz	No hashtags	1	0
128	What does trump say about covid?	Lola	@realDonaldTrump @WhiteHouse Trump is a sociopath 	https://t.co/FEVC9S7yih	No hashtags	2	0
129	What does trump say about covid?	President Elect - Al Santillan	I do. Then Trump trapped them for it. 	https://t.co/96o4SzNgrw	No hashtags	0	0
130	What does trump say about covid?	David Taintor	Where's Trump?  via @zarichards	https://t.co/GneL8gKUqX	No hashtags	1	0
131	What does trump say about covid?	Loretta Kunz	And the enemy is Trump and Trump’s sycophants. 	https://t.co/PpR99tq3em	No hashtags	0	0
132	What does trump say about covid?	Ana Rosa	Trump legacy! 	https://t.co/FL2zHBu5Eq	No hashtags	0	0
133	What does trump say about covid?	Tyler Fadler	@secupp this Trump fault? 	https://t.co/SSiXfaKWRK	No hashtags	0	0
134	What does trump say about covid?	V🗡	😁🥰 Trump the vax!!! 	https://t.co/zwexj9yTby	No hashtags	2	0
135	What does trump say about covid?	Craig Hammond	Trump is doing all this while munching on a bag of cheetos! 	https://t.co/nL0nkuhXY7	No hashtags	0	0
136	What does trump say about covid?	Jet2	Trump is chicken out. 	https://t.co/RGcMeP72es	No hashtags	0	0
137	What does trump say about covid?	MistyP	tRUMPs MURDER spree 	https://t.co/ryMnM1tyys	No hashtags	0	0
138	What does trump say about covid?	Margery	Trump is a PATHOLOGICAL LIAR  https://t.co/1P5ZDRd3Oe	https://t.co/CIib9nkFgR	No hashtags	0	0
139	What does trump say about covid?	GrandMa Bea.	This should be the headlines Not ugly skank trump. 	https://t.co/QLuDK0GwLs	No hashtags	1	0
140	Covid impact Amazon company	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump COVID COVID COVID.  COVID		No hashtags	0	0
141	Covid impact Amazon company	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	1	0
142	Covid impact Amazon company	NastyWoman2020	@realDonaldTrump COVID, COVID, COVID!!!!		No hashtags	1	0
143	Covid impact Amazon company	Abe	@BPC_Bipartisan @CBP @rachiacono covid?		No hashtags	0	0
144	Covid impact Amazon company	Shane	Covid? @jstitans24 https://t.co/wKg3JS5Lnu		No hashtags	1	0
145	Covid impact Amazon company	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump @BrianKempGA COVID COVID COVID.  COVID......		No hashtags	0	0
146	Covid impact Amazon company	Luan.Lvds 🇦🇹	@Soares_CarolI Covid		No hashtags	0	0
147	Covid impact Amazon company	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	2	0
148	Covid impact Amazon company	Lone Wolf X95	@WithherIma @seanhannity Covid		No hashtags	0	0
149	Covid impact Amazon company	Jacquelyn LaRose	@RobAnderson2018 COVID.		No hashtags	1	0
150	Covid impact Amazon company	Jordana, My guy won!🐼	@politicususa Covid		No hashtags	1	0
151	Covid impact Amazon company	Hamza	@HamadAbuHuraira @Haqeeqat_TV COVID		No hashtags	1	0
152	Covid impact Amazon company	Sam Channels	@khloe How are you doing with covid?		No hashtags	0	0
153	Covid impact Amazon company	Samira🦋	Covid who		No hashtags	0	0
154	Covid impact Amazon company	Chief Shearer 🙏🇪🇺 🕯️🐟	@fascinatorfun Covid?		No hashtags	0	0
155	Covid impact Amazon company	FormerLiberal74	@MrStache9 Covid RT.   	https://t.co/VvVXQsUuay	No hashtags	1	0
156	Covid impact Amazon company	Maria Tibbles	"@realDonaldTrump @foxandfriends COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	0	0
157	Covid impact Amazon company	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	3	0
158	Covid impact Amazon company	Mustapha Abdullahi	covid		No hashtags	0	0
159	Covid impact Amazon company	Mike⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	@Perryalt1 @RoscoeBDavis1 The 🌎 was in on Covid😠😠😠😠		No hashtags	3	1
160	Covid vaccine trials	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump COVID COVID COVID.  COVID		No hashtags	0	0
161	Covid vaccine trials	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	1	0
162	Covid vaccine trials	NastyWoman2020	@realDonaldTrump COVID, COVID, COVID!!!!		No hashtags	1	0
163	Covid vaccine trials	Abe	@BPC_Bipartisan @CBP @rachiacono covid?		No hashtags	0	0
164	Covid vaccine trials	Shane	Covid? @jstitans24 https://t.co/wKg3JS5Lnu		No hashtags	1	0
165	Covid vaccine trials	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump @BrianKempGA COVID COVID COVID.  COVID......		No hashtags	0	0
166	Covid vaccine trials	Luan.Lvds 🇦🇹	@Soares_CarolI Covid		No hashtags	0	0
167	Covid vaccine trials	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	2	0
168	Covid vaccine trials	Lone Wolf X95	@WithherIma @seanhannity Covid		No hashtags	0	0
169	Covid vaccine trials	Jacquelyn LaRose	@RobAnderson2018 COVID.		No hashtags	1	0
170	Covid vaccine trials	Jordana, My guy won!🐼	@politicususa Covid		No hashtags	1	0
171	Covid vaccine trials	Hamza	@HamadAbuHuraira @Haqeeqat_TV COVID		No hashtags	1	0
172	Covid vaccine trials	Sam Channels	@khloe How are you doing with covid?		No hashtags	0	0
173	Covid vaccine trials	Samira🦋	Covid who		No hashtags	0	0
174	Covid vaccine trials	Chief Shearer 🙏🇪🇺 🕯️🐟	@fascinatorfun Covid?		No hashtags	0	0
175	Covid vaccine trials	FormerLiberal74	@MrStache9 Covid RT.   	https://t.co/VvVXQsUuay	No hashtags	1	0
176	Covid vaccine trials	Maria Tibbles	"@realDonaldTrump @foxandfriends COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	0	0
177	Covid vaccine trials	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	3	0
178	Covid vaccine trials	Mustapha Abdullahi	covid		No hashtags	0	0
179	Covid vaccine trials	Mike⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	@Perryalt1 @RoscoeBDavis1 The 🌎 was in on Covid😠😠😠😠		No hashtags	3	1
180	Covid death rate	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump COVID COVID COVID.  COVID		No hashtags	0	0
181	Covid death rate	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	1	0
182	Covid death rate	NastyWoman2020	@realDonaldTrump COVID, COVID, COVID!!!!		No hashtags	1	0
183	Covid death rate	Abe	@BPC_Bipartisan @CBP @rachiacono covid?		No hashtags	0	0
184	Covid death rate	Shane	Covid? @jstitans24 https://t.co/wKg3JS5Lnu		No hashtags	1	0
185	Covid death rate	Marlene J. Looney🇨🇺🇺🇸🐶	@realDonaldTrump @BrianKempGA COVID COVID COVID.  COVID......		No hashtags	0	0
186	Covid death rate	Luan.Lvds 🇦🇹	@Soares_CarolI Covid		No hashtags	0	0
187	Covid death rate	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	2	0
188	Covid death rate	Lone Wolf X95	@WithherIma @seanhannity Covid		No hashtags	0	0
189	Covid death rate	Jacquelyn LaRose	@RobAnderson2018 COVID.		No hashtags	1	0
190	Covid death rate	Jordana, My guy won!🐼	@politicususa Covid		No hashtags	1	0
191	Covid death rate	Hamza	@HamadAbuHuraira @Haqeeqat_TV COVID		No hashtags	1	0
192	Covid death rate	Sam Channels	@khloe How are you doing with covid?		No hashtags	0	0
193	Covid death rate	Samira🦋	Covid who		No hashtags	0	0
194	Covid death rate	Chief Shearer 🙏🇪🇺 🕯️🐟	@fascinatorfun Covid?		No hashtags	0	0
195	Covid death rate	FormerLiberal74	@MrStache9 Covid RT.   	https://t.co/VvVXQsUuay	No hashtags	1	0
196	Covid death rate	Maria Tibbles	"@realDonaldTrump @foxandfriends COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	0	0
197	Covid death rate	Maria Tibbles	"@realDonaldTrump COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID, 
COVID, COVID, COVID, COVID, COVID, COVID, COVID, COVID"		No hashtags	3	0
198	Covid death rate	Mustapha Abdullahi	covid		No hashtags	0	0
199	Covid death rate	Mike⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	@Perryalt1 @RoscoeBDavis1 The 🌎 was in on Covid😠😠😠😠		No hashtags	3	1
